192,1434912619.89,1
576,1435156887.92,1
218,1435156899.46,1
217,1435156946.47,1
217,1435157025.76,1
213,1435157746.72,1
212,1435157905.92,1
217,1435158346.42,1
579,1435158723.93,1
217,1435158737.82,1
217,1435158875.63,1
217,1435159502.46,1
219,1435159619.58,1
218,1435159645.69,1
218,1435159651.56,1
218,1435159656.68,1
352,1435161302.01,1
190,1435161307.69,1
189,1435161924.15,1
189,1435162015.44,1
189,1435162096.89,1
183,1435162378.57,1
186,1435162418.72,1
189,1435162447.79,1
189,1435162597.65,1
188,1435162636.17,1
189,1435162666.58,1
189,1435162678.48,1
180,1435163999.25,1
177,1435164073.92,1
176,1435164111.09,1
170,1435164170.8,1
169,1435164258.55,1
227,1435164286.98,1
165,1435164299.73,1
168,1435164420.3,1
167,1435164448.72,1
167,1435164475.43,1
169,1435164502.74,1
173,1435164581.7,1
169,1435164612.34,1
412,1435166279.49,1
196,1435166303.26,1
411,1435166397.2,1
197,1435166444.45,1
197,1435166466.59,1
197,1435166488.83,1
197,1435166511.17,1
197,1435166533.56,1
197,1435166555.64,1
197,1435166577.91,1
174,1435166600.05,1
127,1435166622.14,1
174,1435166644.39,1
173,1435166666.64,1
173,1435166688.88,1
174,1435166711.25,1
171,1435166733.48,1
172,1435166755.64,1
172,1435166777.97,1
171,1435166800.04,1
162,1435166822.39,1
233,1435166844.5,1
171,1435166866.8,1
171,1435166888.96,1
196,1435166911.24,1
197,1435166934.75,1
410,1435166954.01,1
197,1435167060.92,1
197,1435167080.51,1
197,1435167170.57,1
196,1435167198.57,1
197,1435167220.64,1
197,1435167242.55,1
196,1435167264.43,1
197,1435167291.08,1
193,1435167314.75,1
193,1435167336.65,1
193,1435167358.53,1
192,1435167380.39,1
192,1435167402.42,1
194,1435167424.74,1
194,1435167446.56,1
195,1435167468.49,1
195,1435167490.4,1
196,1435167512.22,1
197,1435167534.22,1
196,1435167556.25,1
196,1435167578.22,1
196,1435167600.25,1
195,1435167622.1,1
195,1435167644.0,1
195,1435167666.21,1
196,1435167688.19,1
196,1435167710.09,1
194,1435167733.33,1
194,1435167755.39,1
196,1435167777.38,1
196,1435167799.39,1
196,1435167839.53,1
195,1435167863.21,1
197,1435167885.24,1
195,1435167907.28,1
195,1435167929.3,1
191,1435167951.18,1
190,1435167973.12,1
195,1435167995.25,1
196,1435168017.2,1
196,1435168039.21,1
194,1435168061.18,1
399,1435168283.79,1
534,1435168729.73,1
540,1435215122.72,1
212,1435224470.31,1
212,1435224486.65,1
550,1435224648.32,1
215,1435224656.87,1
214,1435225097.79,1
212,1435225153.63,1
548,1435225307.34,1
214,1435225312.54,1
214,1435225502.68,1
214,1435225510.92,1
216,1435225815.34,1
215,1435226037.93,1
213,1435226417.91,1
878,1435226461.23,1
868,1435226483.09,1
864,1435226504.95,1
469,1435226526.86,1
849,1435226548.73,1
867,1435226600.09,1
492,1435226623.65,1
872,1435226645.49,1
872,1435226667.39,1
873,1435226689.31,1
889,1435226711.15,1
889,1435226733.28,1
908,1435226755.15,1
961,1435226807.41,1
125,1435226830.88,1
229,1435226852.74,1
227,1435226874.68,1
227,1435226896.6,1
227,1435226941.22,1
227,1435226964.73,1
229,1435227024.68,1
956,1435227048.23,1
954,1435227103.7,1
952,1435227131.91,1
226,1435227156.74,1
226,1435227178.64,1
226,1435227200.45,1
226,1435227222.3,1
226,1435227367.87,1
225,1435227391.36,1
226,1435227413.34,1
225,1435227435.19,1
226,1435227457.25,1
226,1435227479.22,1
226,1435227543.39,1
226,1435227566.89,1
226,1435227588.75,1
226,1435227610.76,1
226,1435227632.72,1
226,1435227654.57,1
226,1435227685.57,1
226,1435227709.02,1
226,1435227729.81,1
226,1435227753.16,1
226,1435227781.86,1
226,1435227805.53,1
226,1435227827.35,1
226,1435227849.25,1
226,1435227871.18,1
226,1435227893.04,1
226,1435227960.52,1
227,1435227996.02,1
227,1435228302.07,1
227,1435228407.94,1
227,1435228573.34,1
228,1435228613.08,1
228,1435228665.52,1
228,1435228707.2,1
229,1435228739.82,1
229,1435228769.3,1
229,1435228831.2,1
228,1435228855.84,1
226,1435229169.43,1
228,1435229214.14,1
228,1435229255.66,1
227,1435229374.65,1
228,1435229405.8,1
228,1435229466.39,1
227,1435229496.33,1
227,1435229603.9,1
227,1435229627.1,1
227,1435229648.9,1
227,1435229670.68,1
643,1435229773.74,1
229,1435230051.34,1
655,1435230239.62,1
230,1435230532.86,1
230,1435230558.84,1
229,1435230621.2,1
229,1435230652.0,1
229,1435230673.86,1
230,1435230722.69,1
230,1435230761.88,1
230,1435230787.61,1
230,1435230814.73,1
231,1435230838.96,1
231,1435230863.27,1
660,1435230979.55,1
230,1435231041.18,1
230,1435231084.25,1
229,1435231095.51,1
229,1435231187.69,1
227,1435231218.94,1
657,1435231372.0,1
230,1435231395.48,1
228,1435231469.67,1
229,1435231494.39,1
228,1435231517.73,1
228,1435231541.08,1
229,1435231840.19,1
230,1435232570.55,1
231,1435232634.78,1
232,1435232680.29,1
232,1435232708.66,1
232,1435232749.21,1
232,1435232765.0,1
675,1435232882.09,1
528,1435237563.47,1
212,1435237591.36,1
212,1435237613.22,1
212,1435237886.5,1
212,1435237922.44,1
211,1435237947.0,1
212,1435237968.83,1
211,1435237991.96,1
211,1435238057.31,1
212,1435238165.97,1
212,1435238189.69,1
210,1435238274.86,1
212,1435238382.47,1
212,1435238410.77,1
213,1435238512.89,1
212,1435238543.41,1
212,1435238652.79,1
212,1435238675.64,1
212,1435238740.96,1
212,1435238771.16,1
211,1435238794.44,1
212,1435238817.52,1
211,1435238840.36,1
211,1435238863.11,1
211,1435238890.89,1
211,1435238913.69,1
211,1435238936.49,1
211,1435238959.22,1
211,1435238981.98,1
211,1435240861.64,1
212,1435241003.57,1
212,1435241029.69,1
633,1435238411.9,1
227,1435238459.9,1
226,1435238483.79,1
227,1435239824.16,1
227,1435239859.65,1
227,1435239883.53,1
226,1435239907.54,1
226,1435239931.47,1
226,1435239955.39,1
226,1435239979.34,1
226,1435240003.39,1
226,1435240027.2,1
226,1435240054.45,1
226,1435240078.46,1
226,1435240102.36,1
226,1435240126.31,1
227,1435240150.4,1
227,1435240174.36,1
226,1435240198.2,1
225,1435240222.1,1
226,1435240245.9,1
226,1435240269.77,1
227,1435240293.75,1
226,1435240317.59,1
226,1435240341.93,1
226,1435240366.0,1
226,1435240389.93,1
226,1435240414.12,1
226,1435240433.39,1
226,1435240453.29,1
226,1435240472.61,1
226,1435240490.64,1
226,1435240507.98,1
226,1435240527.38,1
226,1435240546.63,1
226,1435240565.94,1
226,1435240585.24,0
